window_size	threshold_pure	threshold_crf	sens. URF	sens. PURE/CRF
50	18	20	0.76167437947	0.810189873418
300	28	18	0.529554059739	0.852784810127
100	20	18	0.756520824569	0.716518987342
75	30	28	0.527240218763	0.99746835443
75	24	20	0.681426167438	0.896582278481
300	24	38	0.540176693311	0.879367088608
400	34	18	0.411022297013	0.905
100	32	26	0.579091291544	0.987215189873
300	20	22	0.560685738326	0.780189873418
100	30	32	0.596865797223	0.995569620253
75	26	24	0.630732015145	0.979050632911
400	28	38	0.432583087926	0.927278481013
75	38	22	0.416386201094	0.962341772152
400	18	34	0.478018510728	0.796772151899
400	34	20	0.410601598654	0.921329113924
200	26	20	0.613273033235	0.848860759494
400	24	18	0.454038704249	0.84335443038
200	20	28	0.63967185528	0.773481012658
200	22	18	0.642196045435	0.756202531646
100	18	20	0.773559108119	0.678417721519
200	26	22	0.609591922592	0.879493670886
400	34	28	0.40692048801	0.956202531646
200	32	34	0.571729070257	0.980253164557
50	28	28	0.403870424905	0.99917721519
100	38	20	0.524610854018	0.886898734177
50	22	22	0.634623474968	0.96664556962
50	38	18	0.39514093395	0.870379746835
50	32	24	0.323306689104	0.995189873418
